gameweek,team,goals,yellow_cards,red_cards,second_yellow_cards,date_of_match,matches_played,points,goals_for,goals_against,goal_difference,fairplay,index,rank
1,Celta_Vigo,2,2.0,0.0,0.0,2024-08-16,1,3,2,1,1,2.0,10,1
1,Barcelona,2,3.0,0.0,0.0,2024-08-17,1,3,2,1,1,3.0,10,2
1,Rayo_Vallecano,2,4.0,0.0,0.0,2024-08-18,1,3,2,1,1,4.0,10,3
1,Valladolid,1,2.0,0.0,0.0,2024-08-19,1,3,1,0,1,2.0,10,4
1,Villarreal,2,1.0,0.0,0.0,2024-08-19,1,1,2,2,0,1.0,10,5
1,Las_Palmas,2,2.0,0.0,0.0,2024-08-16,1,1,2,2,0,2.0,10,6
1,Sevilla,2,2.0,0.0,0.0,2024-08-16,1,1,2,2,0,2.0,10,7
1,Atletico_Madrid,2,3.0,0.0,0.0,2024-08-19,1,1,2,2,0,3.0,10,8
1,Girona,1,0.0,0.0,0.0,2024-08-15,1,1,1,1,0,0.0,10,9
1,Getafe,1,1.0,0.0,0.0,2024-08-15,1,1,1,1,0,1.0,10,10
1,Mallorca,1,1.0,0.0,0.0,2024-08-18,1,1,1,1,0,1.0,10,11
1,Real_Betis,1,2.0,0.0,0.0,2024-08-15,1,1,1,1,0,2.0,10,12
1,Leganes,1,2.0,0.0,0.0,2024-08-17,1,1,1,1,0,2.0,10,13
1,Osasuna,1,3.0,0.0,0.0,2024-08-17,1,1,1,1,0,3.0,10,14
1,Real_Madrid,1,0.0,1.0,0.0,2024-08-18,1,1,1,1,0,3.0,10,15
1,Athletic_Club,1,4.0,0.0,0.0,2024-08-15,1,1,1,1,0,4.0,10,16
1,Alaves,1,2.0,0.0,0.0,2024-08-16,1,0,1,2,-1,2.0,10,17
1,Valencia,1,2.0,0.0,0.0,2024-08-17,1,0,1,2,-1,2.0,10,18
1,Real_Sociedad,1,2.0,0.0,0.0,2024-08-18,1,0,1,2,-1,2.0,10,19
1,Espanyol,0,2.0,0.0,0.0,2024-08-19,1,0,0,1,-1,2.0,10,20
2,Celta_Vigo,3,5.0,0.0,0.0,2024-08-23,2,6,5,2,3,5.0,20,1
2,Barcelona,2,7.0,0.0,0.0,2024-08-24,2,6,4,2,2,7.0,20,2
2,Villarreal,2,6.0,0.0,0.0,2024-08-23,2,4,4,3,1,6.0,20,3
2,Atletico_Madrid,3,4.0,0.0,0.0,2024-08-25,2,4,5,2,3,4.0,20,4
2,Leganes,2,3.0,0.0,0.0,2024-08-25,2,4,3,2,1,3.0,20,5
2,Osasuna,1,5.0,0.0,0.0,2024-08-24,2,4,2,1,1,5.0,20,6
2,Real_Madrid,3,1.0,1.0,0.0,2024-08-25,2,4,4,1,3,4.0,20,7
2,Rayo_Vallecano,0,6.0,0.0,0.0,2024-08-24,2,4,2,1,1,6.0,20,8
2,Real_Sociedad,1,4.0,0.0,0.0,2024-08-24,2,3,2,2,0,4.0,20,9
2,Valladolid,0,3.0,0.0,0.0,2024-08-25,2,3,1,3,-2,3.0,20,10
2,Getafe,0,2.0,0.0,0.0,2024-08-24,2,2,1,1,0,2.0,20,11
2,Real_Betis,0,6.0,0.0,0.0,2024-08-25,2,2,1,1,0,6.0,20,12
2,Las_Palmas,1,3.0,0.0,0.0,2024-08-25,2,1,3,4,-1,3.0,20,13
2,Sevilla,1,5.0,0.0,0.0,2024-08-23,2,1,3,4,-1,5.0,20,14
2,Athletic_Club,1,9.0,0.0,0.0,2024-08-24,2,1,2,3,-1,9.0,20,15
2,Mallorca,0,2.0,0.0,0.0,2024-08-24,2,1,1,2,-1,2.0,20,16
2,Alaves,0,3.0,1.0,0.0,2024-08-25,2,1,1,2,-1,6.0,20,17
2,Girona,0,3.0,0.0,0.0,2024-08-25,2,1,1,4,-3,3.0,20,18
2,Espanyol,0,4.0,0.0,0.0,2024-08-24,2,0,0,2,-2,4.0,20,19
2,Valencia,1,2.0,0.0,0.0,2024-08-23,2,0,2,5,-3,2.0,20,20
3,Barcelona,2,8.0,0.0,0.0,2024-08-27,3,9,6,3,3,8.0,29,1
3,Villarreal,4,10.0,0.0,0.0,2024-08-26,3,7,8,6,2,10.0,29,2
3,Celta_Vigo,3,8.0,0.0,0.0,2024-08-26,3,6,8,6,2,8.0,29,3
3,Atletico_Madrid,0,4.0,0.0,0.0,2024-08-28,3,5,5,2,3,4.0,29,4
3,Real_Madrid,1,3.0,1.0,0.0,2024-08-29,3,5,5,2,3,6.0,29,5
3,Leganes,0,8.0,0.0,0.0,2024-08-28,3,5,3,2,1,8.0,29,6
3,Girona,4,3.0,0.0,0.0,2024-08-29,3,4,5,4,1,3.0,29,7
3,Rayo_Vallecano,1,9.0,0.0,0.0,2024-08-27,3,4,3,3,0,9.0,29,8
3,Athletic_Club,1,10.0,0.0,0.0,2024-08-28,3,4,3,3,0,10.0,29,9
3,Alaves,2,7.0,1.0,0.0,2024-08-28,3,4,3,3,0,10.0,29,10
3,Valladolid,0,4.0,0.0,0.0,2024-08-28,3,4,1,3,-2,4.0,29,11
3,Osasuna,0,5.0,0.0,0.0,2024-08-29,3,4,2,5,-3,5.0,29,12
3,Real_Sociedad,1,8.0,1.0,0.0,2024-08-28,3,3,3,4,-1,11.0,29,13
3,Sevilla,0,6.0,1.0,0.0,2024-08-27,3,2,3,4,-1,9.0,29,14
3,Las_Palmas,1,3.0,0.0,0.0,2024-08-29,3,2,4,5,-1,3.0,29,15
3,Mallorca,0,2.0,0.0,0.0,2024-08-27,3,2,1,2,-1,2.0,29,16
3,Espanyol,0,6.0,0.0,0.0,2024-08-28,3,1,0,2,-2,6.0,29,17
3,Valencia,0,5.0,0.0,0.0,2024-08-28,3,0,2,6,-4,5.0,29,18
4,Barcelona,7,8.0,0.0,0.0,2024-08-31,4,12,13,3,10,8.0,39,1
4,Atletico_Madrid,1,5.0,0.0,0.0,2024-08-31,4,8,6,2,4,5.0,39,2
4,Villarreal,1,15.0,1.0,1.0,2024-08-31,4,8,9,7,2,16.0,39,3
4,Real_Madrid,2,5.0,1.0,0.0,2024-09-01,4,8,7,2,5,8.0,39,4
4,Girona,2,5.0,0.0,0.0,2024-09-01,4,7,7,4,3,5.0,39,5
4,Alaves,2,10.0,1.0,0.0,2024-09-01,4,7,5,3,2,13.0,39,6
4,Osasuna,3,7.0,0.0,0.0,2024-09-01,4,7,5,7,-2,7.0,39,7
4,Celta_Vigo,2,8.0,1.0,0.0,2024-09-01,4,6,10,9,1,11.0,39,8
4,Mallorca,1,5.0,0.0,0.0,2024-08-31,4,5,2,2,0,5.0,39,9
4,Leganes,0,9.0,0.0,0.0,2024-08-31,4,5,3,3,0,9.0,39,10
4,Rayo_Vallecano,1,11.0,0.0,0.0,2024-08-31,4,4,4,5,-1,11.0,39,11
4,Real_Sociedad,0,9.0,1.0,0.0,2024-09-01,4,4,3,4,-1,12.0,39,12
4,Espanyol,2,9.0,0.0,0.0,2024-08-31,4,4,2,3,-1,9.0,39,13
4,Valladolid,0,7.0,0.0,0.0,2024-08-31,4,4,1,10,-9,7.0,39,14
4,Athletic_Club,0,13.0,0.0,0.0,2024-08-31,4,4,3,4,-1,13.0,39,15
4,Getafe,0,3.0,0.0,0.0,2024-09-01,3,3,1,1,0,3.0,39,16
4,Las_Palmas,0,3.0,0.0,0.0,2024-09-01,4,2,4,7,-3,3.0,39,17
4,Sevilla,0,9.0,1.0,0.0,2024-09-01,4,2,3,6,-3,12.0,39,18
4,Real_Betis,0,6.0,0.0,0.0,2024-09-01,3,2,1,3,-2,6.0,39,19
4,Valencia,1,8.0,0.0,0.0,2024-08-31,4,1,3,7,-4,8.0,39,20
5,Barcelona,4,10.0,1.0,0.0,2024-09-15,5,15,17,4,13,13.0,49,1
5,Atletico_Madrid,3,6.0,0.0,0.0,2024-09-15,5,11,9,2,7,6.0,49,2
5,Villarreal,2,18.0,1.0,1.0,2024-09-14,5,11,11,8,3,19.0,49,3
5,Real_Madrid,2,6.0,1.0,0.0,2024-09-14,5,11,9,2,7,9.0,49,4
5,Celta_Vigo,3,11.0,1.0,0.0,2024-09-15,5,9,13,10,3,14.0,49,5
5,Espanyol,3,11.0,0.0,0.0,2024-09-14,5,7,5,5,0,11.0,49,6
5,Rayo_Vallecano,3,14.0,0.0,0.0,2024-09-16,5,7,7,6,1,14.0,49,7
5,Girona,1,8.0,0.0,0.0,2024-09-15,5,7,8,8,0,8.0,49,8
5,Alaves,2,13.0,1.0,0.0,2024-09-14,5,7,7,6,1,16.0,49,9
5,Osasuna,1,9.0,0.0,0.0,2024-09-16,5,7,6,10,-4,9.0,49,10
5,Athletic_Club,3,15.0,1.0,0.0,2024-09-15,5,7,6,6,0,18.0,49,11
5,Mallorca,1,8.0,1.0,0.0,2024-09-14,5,5,3,4,-1,11.0,49,12
5,Real_Betis,2,6.0,0.0,0.0,2024-09-13,4,5,3,3,0,6.0,49,13
5,Sevilla,1,12.0,2.0,1.0,2024-09-14,5,5,4,6,-2,16.0,49,14
5,Leganes,0,11.0,0.0,0.0,2024-09-13,5,5,3,5,-2,11.0,49,15
5,Real_Sociedad,0,13.0,1.0,0.0,2024-09-14,5,4,3,6,-3,16.0,49,16
5,Valladolid,1,12.0,1.0,0.0,2024-09-15,5,4,2,13,-11,15.0,49,17
5,Getafe,0,7.0,0.0,0.0,2024-09-14,4,3,1,2,-1,7.0,49,18
5,Las_Palmas,2,4.0,0.0,0.0,2024-09-15,5,2,6,10,-4,4.0,49,19
5,Valencia,0,10.0,0.0,0.0,2024-09-15,5,1,3,10,-7,10.0,49,20
7,Mallorca,1,9.0,1.0,0.0,2024-09-17,6,8,4,4,0,12.0,50,1
7,Real_Sociedad,0,14.0,1.0,0.0,2024-09-17,6,4,3,7,-4,17.0,50,2
3,Real_Betis,2,9.0,0.0,0.0,2024-09-18,5,8,5,4,1,9.0,51,1
3,Getafe,1,12.0,0.0,0.0,2024-09-18,5,3,2,4,-2,12.0,51,2
7,Athletic_Club,2,15.0,1.0,0.0,2024-09-19,6,10,8,6,2,18.0,52,1
7,Leganes,0,14.0,0.0,0.0,2024-09-19,6,5,3,7,-4,14.0,52,2
6,Barcelona,5,11.0,1.0,0.0,2024-09-22,6,18,22,5,17,14.0,62,1
6,Real_Madrid,4,10.0,1.0,0.0,2024-09-21,6,14,13,3,10,13.0,62,2
6,Athletic_Club,3,18.0,1.0,0.0,2024-09-22,7,13,11,7,4,21.0,62,3
6,Atletico_Madrid,1,6.0,0.0,0.0,2024-09-22,6,12,10,3,7,6.0,62,4
6,Villarreal,1,24.0,1.0,1.0,2024-09-22,6,11,12,13,-1,25.0,62,5
6,Mallorca,2,11.0,1.0,0.0,2024-09-23,7,11,6,5,1,14.0,62,6
6,Alaves,2,14.0,1.0,0.0,2024-09-20,6,10,9,7,2,17.0,62,7
6,Osasuna,2,11.0,0.0,0.0,2024-09-21,6,10,8,11,-3,11.0,62,8
6,Celta_Vigo,1,13.0,1.0,0.0,2024-09-22,6,9,14,13,1,16.0,62,9
6,Rayo_Vallecano,1,14.0,0.0,0.0,2024-09-22,6,8,8,7,1,14.0,62,10
6,Real_Betis,1,12.0,0.0,0.0,2024-09-23,6,8,6,6,0,12.0,62,11
6,Girona,0,10.0,0.0,0.0,2024-09-21,6,7,8,10,-2,10.0,62,12
6,Espanyol,1,14.0,0.0,0.0,2024-09-21,6,7,6,9,-3,14.0,62,13
6,Leganes,1,16.0,0.0,0.0,2024-09-22,7,6,4,8,-4,16.0,62,14
6,Real_Sociedad,0,18.0,1.0,0.0,2024-09-21,7,5,3,7,-4,21.0,62,15
6,Valladolid,0,16.0,1.0,0.0,2024-09-21,6,5,2,13,-11,19.0,62,16
6,Sevilla,1,16.0,2.0,1.0,2024-09-20,6,5,5,8,-3,20.0,62,17
6,Getafe,1,15.0,0.0,0.0,2024-09-22,6,4,3,5,-2,15.0,62,18
6,Valencia,2,13.0,0.0,0.0,2024-09-21,6,4,5,10,-5,13.0,62,19
6,Las_Palmas,1,9.0,0.0,0.0,2024-09-21,6,2,7,12,-5,9.0,62,20
7,Barcelona,1,12.0,1.0,0.0,2024-09-25,7,21,23,5,18,15.0,70,1
7,Real_Madrid,3,14.0,1.0,0.0,2024-09-24,7,17,16,5,11,17.0,70,2
7,Atletico_Madrid,1,8.0,0.0,0.0,2024-09-26,7,15,11,3,8,8.0,70,3
7,Villarreal,2,27.0,1.0,1.0,2024-09-26,7,14,14,14,0,28.0,70,4
7,Osasuna,0,14.0,0.0,0.0,2024-09-24,7,11,8,11,-3,14.0,70,5
7,Alaves,2,14.0,1.0,0.0,2024-09-24,7,10,11,10,1,17.0,70,6
7,Rayo_Vallecano,0,18.0,0.0,0.0,2024-09-25,7,9,8,7,1,18.0,70,7
7,Celta_Vigo,0,15.0,1.0,0.0,2024-09-26,7,9,14,14,0,18.0,70,8
7,Real_Betis,1,14.0,0.0,0.0,2024-09-26,7,9,7,7,0,14.0,70,9
7,Girona,0,13.0,0.0,0.0,2024-09-25,7,8,8,10,-2,13.0,70,10
7,Sevilla,2,21.0,3.0,2.0,2024-09-24,7,8,7,9,-2,26.0,70,11
7,Espanyol,1,19.0,0.0,0.0,2024-09-26,7,7,7,11,-4,19.0,70,12
7,Valencia,0,15.0,0.0,0.0,2024-09-24,7,5,5,10,-5,15.0,70,13
7,Valladolid,1,20.0,1.0,0.0,2024-09-24,7,5,3,15,-12,23.0,70,14
7,Getafe,0,16.0,0.0,0.0,2024-09-25,7,4,3,6,-3,16.0,70,15
7,Las_Palmas,1,13.0,0.0,0.0,2024-09-26,7,3,8,13,-5,13.0,70,16
8,Barcelona,2,14.0,1.0,0.0,2024-09-28,8,21,25,9,16,17.0,80,1
8,Real_Madrid,1,15.0,1.0,0.0,2024-09-29,8,18,17,6,11,18.0,80,2
8,Villarreal,3,27.0,1.0,1.0,2024-09-30,8,17,17,15,2,28.0,80,3
8,Atletico_Madrid,1,11.0,1.0,0.0,2024-09-29,8,16,12,4,8,14.0,80,4
8,Osasuna,4,16.0,0.0,0.0,2024-09-28,8,14,12,13,-1,16.0,80,5
8,Athletic_Club,1,18.0,2.0,0.0,2024-09-29,8,14,12,8,4,24.0,80,6
8,Mallorca,2,13.0,1.0,0.0,2024-09-27,8,14,8,6,2,16.0,80,7
8,Real_Betis,1,16.0,0.0,0.0,2024-09-29,8,12,8,7,1,16.0,80,8
8,Celta_Vigo,1,16.0,1.0,0.0,2024-09-29,8,10,15,15,0,19.0,80,9
8,Alaves,0,20.0,1.0,0.0,2024-09-28,8,10,11,12,-1,23.0,80,10
8,Rayo_Vallecano,1,20.0,0.0,0.0,2024-09-28,8,10,9,8,1,20.0,80,11
8,Girona,1,13.0,0.0,0.0,2024-09-29,8,9,9,11,-2,13.0,80,12
8,Sevilla,1,24.0,3.0,2.0,2024-09-29,8,9,8,10,-2,29.0,80,13
8,Real_Sociedad,3,18.0,1.0,0.0,2024-09-28,8,8,6,7,-1,21.0,80,14
8,Getafe,2,19.0,0.0,0.0,2024-09-28,8,7,5,6,-1,19.0,80,15
8,Leganes,1,17.0,0.0,0.0,2024-09-28,8,7,5,9,-4,17.0,80,16
8,Espanyol,0,23.0,0.0,0.0,2024-09-29,8,7,7,12,-5,23.0,80,17
8,Valencia,0,15.0,0.0,0.0,2024-09-28,8,5,5,13,-8,15.0,80,18
8,Valladolid,1,23.0,1.0,0.0,2024-09-27,8,5,4,17,-13,26.0,80,19
8,Las_Palmas,1,17.0,0.0,0.0,2024-09-30,8,3,9,16,-7,17.0,80,20
9,Barcelona,3,16.0,1.0,0.0,2024-10-06,9,24,28,9,19,19.0,90,1
9,Real_Madrid,2,15.0,1.0,0.0,2024-10-05,9,21,19,6,13,18.0,90,2
9,Atletico_Madrid,1,13.0,1.0,0.0,2024-10-06,9,17,13,5,8,16.0,90,3
9,Villarreal,0,28.0,1.0,1.0,2024-10-05,9,17,17,17,0,29.0,90,4
9,Osasuna,1,20.0,0.0,0.0,2024-10-05,9,15,13,14,-1,20.0,90,5
9,Athletic_Club,1,21.0,3.0,1.0,2024-10-06,9,14,13,10,3,28.0,90,6
9,Mallorca,1,18.0,1.0,0.0,2024-10-05,9,14,9,8,1,21.0,90,7
9,Rayo_Vallecano,2,22.0,0.0,0.0,2024-10-05,9,13,11,9,2,22.0,90,8
9,Celta_Vigo,1,24.0,3.0,2.0,2024-10-05,9,13,16,15,1,29.0,90,9
9,Girona,2,17.0,0.0,0.0,2024-10-06,9,12,11,12,-1,17.0,90,10
9,Sevilla,1,30.0,4.0,3.0,2024-10-06,9,12,9,10,-1,36.0,90,11
9,Real_Betis,0,19.0,0.0,0.0,2024-10-06,9,12,8,8,0,19.0,90,12
9,Espanyol,2,24.0,0.0,0.0,2024-10-05,9,10,9,13,-4,24.0,90,13
9,Alaves,0,22.0,1.0,0.0,2024-10-06,9,10,11,15,-4,25.0,90,14
9,Real_Sociedad,1,18.0,1.0,0.0,2024-10-06,9,9,7,8,-1,21.0,90,15
9,Getafe,1,21.0,0.0,0.0,2024-10-05,9,8,6,7,-1,21.0,90,16
9,Leganes,0,19.0,0.0,0.0,2024-10-04,9,8,5,9,-4,19.0,90,17
9,Valencia,0,17.0,0.0,0.0,2024-10-04,9,6,5,13,-8,17.0,90,18
9,Valladolid,1,27.0,1.0,0.0,2024-10-05,9,5,5,19,-14,30.0,90,19
9,Las_Palmas,0,20.0,0.0,0.0,2024-10-05,9,3,9,17,-8,20.0,90,20
10,Barcelona,5,17.0,1.0,0.0,2024-10-20,10,27,33,10,23,20.0,100,1
10,Real_Madrid,2,16.0,1.0,0.0,2024-10-19,10,24,21,7,14,19.0,100,2
10,Atletico_Madrid,3,18.0,1.0,0.0,2024-10-20,10,20,16,6,10,21.0,100,3
10,Villarreal,1,32.0,1.0,1.0,2024-10-20,10,18,18,18,0,33.0,100,4
10,Athletic_Club,4,23.0,3.0,1.0,2024-10-19,10,17,17,11,6,30.0,100,5
10,Mallorca,1,19.0,1.0,0.0,2024-10-20,10,17,10,8,2,22.0,100,6
10,Real_Betis,2,20.0,1.0,0.0,2024-10-19,10,15,10,9,1,23.0,100,7
10,Osasuna,1,22.0,0.0,0.0,2024-10-19,10,15,14,16,-2,22.0,100,8
10,Rayo_Vallecano,0,23.0,0.0,0.0,2024-10-20,10,13,11,10,1,23.0,100,9
10,Celta_Vigo,1,26.0,3.0,2.0,2024-10-19,10,13,17,17,0,31.0,100,10
10,Girona,0,19.0,0.0,0.0,2024-10-19,10,12,11,13,-2,19.0,100,11
10,Real_Sociedad,1,19.0,1.0,0.0,2024-10-19,10,12,8,8,0,22.0,100,12
10,Sevilla,1,32.0,4.0,3.0,2024-10-20,10,12,10,15,-5,38.0,100,13
10,Espanyol,1,27.0,0.0,0.0,2024-10-19,10,10,10,17,-7,27.0,100,14
10,Alaves,2,28.0,2.0,1.0,2024-10-18,10,10,13,18,-5,32.0,100,15
10,Getafe,1,24.0,0.0,0.0,2024-10-20,10,9,7,8,-1,24.0,100,16
10,Leganes,1,20.0,0.0,0.0,2024-10-20,10,8,6,12,-6,20.0,100,17
10,Valladolid,3,29.0,1.0,0.0,2024-10-18,10,8,8,21,-13,32.0,100,18
10,Las_Palmas,3,29.0,0.0,0.0,2024-10-21,10,6,12,19,-7,29.0,100,19
10,Valencia,2,21.0,1.0,0.0,2024-10-21,10,6,7,16,-9,24.0,100,20
11,Barcelona,4,22.0,1.0,0.0,2024-10-26,11,30,37,10,27,25.0,110,1
11,Real_Madrid,0,18.0,1.0,0.0,2024-10-26,11,24,21,11,10,21.0,110,2
11,Villarreal,2,35.0,1.0,1.0,2024-10-26,11,21,20,19,1,36.0,110,3
11,Atletico_Madrid,0,20.0,1.0,0.0,2024-10-27,11,20,16,7,9,23.0,110,4
11,Mallorca,0,24.0,2.0,1.0,2024-10-28,11,18,10,8,2,28.0,110,5
11,Real_Betis,1,22.0,1.0,0.0,2024-10-27,11,18,11,9,2,25.0,110,6
11,Osasuna,2,26.0,0.0,0.0,2024-10-27,11,18,16,16,0,26.0,110,7
11,Athletic_Club,0,24.0,3.0,1.0,2024-10-28,11,18,17,11,6,31.0,110,8
11,Rayo_Vallecano,1,25.0,1.0,0.0,2024-10-26,11,16,12,10,2,28.0,110,9
11,Sevilla,2,32.0,4.0,3.0,2024-10-25,11,15,12,15,-3,38.0,110,10
11,Celta_Vigo,0,28.0,3.0,2.0,2024-10-27,11,13,17,20,-3,33.0,110,11
11,Real_Sociedad,0,22.0,1.0,0.0,2024-10-27,11,12,8,10,-2,25.0,110,12
11,Girona,0,24.0,0.0,0.0,2024-10-26,11,12,11,14,-3,24.0,110,13
11,Leganes,3,22.0,0.0,0.0,2024-10-27,11,11,9,12,-3,22.0,110,14
11,Espanyol,0,29.0,0.0,0.0,2024-10-25,11,10,10,19,-9,29.0,110,15
11,Getafe,1,27.0,0.0,0.0,2024-10-27,11,10,8,9,-1,27.0,110,16
11,Alaves,0,32.0,2.0,1.0,2024-10-26,11,10,13,19,-6,36.0,110,17
11,Las_Palmas,1,33.0,0.0,0.0,2024-10-26,11,9,13,19,-6,33.0,110,18
11,Valladolid,1,33.0,1.0,0.0,2024-10-26,11,8,9,23,-14,36.0,110,19
11,Valencia,1,28.0,1.0,0.0,2024-10-27,11,7,8,17,-9,31.0,110,20
12,Barcelona,3,22.0,1.0,0.0,2024-11-03,12,33,40,11,29,25.0,118,1
12,Atletico_Madrid,2,21.0,1.0,0.0,2024-11-03,12,23,18,7,11,24.0,118,2
12,Osasuna,1,27.0,0.0,0.0,2024-11-02,12,21,17,16,1,27.0,118,3
12,Athletic_Club,1,24.0,3.0,1.0,2024-11-03,12,19,18,12,6,31.0,118,4
12,Real_Betis,1,22.0,1.0,0.0,2024-11-03,12,19,12,10,2,25.0,118,5
12,Mallorca,0,26.0,2.0,1.0,2024-11-01,12,18,10,9,1,30.0,118,6
12,Celta_Vigo,1,29.0,3.0,2.0,2024-11-04,12,16,18,20,-2,34.0,118,7
12,Real_Sociedad,2,23.0,1.0,0.0,2024-11-03,12,15,10,10,0,26.0,118,8
12,Girona,4,26.0,0.0,0.0,2024-11-02,12,15,15,17,-2,26.0,118,9
12,Sevilla,0,34.0,4.0,3.0,2024-11-03,12,15,12,17,-5,40.0,118,10
12,Alaves,1,35.0,2.0,1.0,2024-11-01,12,13,14,19,-5,39.0,118,11
12,Leganes,3,26.0,0.0,0.0,2024-11-02,12,11,12,16,-4,26.0,118,12
12,Getafe,0,31.0,1.0,1.0,2024-11-04,12,10,8,10,-2,32.0,118,13
12,Espanyol,1,32.0,0.0,0.0,2024-11-03,12,10,11,22,-11,32.0,118,14
12,Las_Palmas,0,34.0,0.0,0.0,2024-11-03,12,9,13,21,-8,34.0,118,15
12,Valladolid,0,38.0,1.0,0.0,2024-11-02,12,8,9,24,-15,41.0,118,16
13,Barcelona,0,23.0,1.0,0.0,2024-11-10,13,33,40,12,28,26.0,127,1
13,Real_Madrid,4,18.0,1.0,0.0,2024-11-09,12,27,25,11,14,21.0,127,2
13,Atletico_Madrid,1,24.0,1.0,0.0,2024-11-10,13,26,19,7,12,27.0,127,3
13,Villarreal,3,36.0,1.0,1.0,2024-11-09,12,24,23,19,4,37.0,127,4
13,Osasuna,0,29.0,0.0,0.0,2024-11-09,13,21,17,20,-3,29.0,127,5
13,Athletic_Club,1,28.0,3.0,1.0,2024-11-10,13,20,19,13,6,35.0,127,6
13,Real_Betis,2,25.0,1.0,0.0,2024-11-10,13,20,14,12,2,28.0,127,7
13,Real_Sociedad,1,26.0,1.0,0.0,2024-11-10,13,18,11,10,1,29.0,127,8
13,Mallorca,0,27.0,2.0,1.0,2024-11-10,13,18,10,10,0,31.0,127,9
13,Girona,1,29.0,0.0,0.0,2024-11-10,13,18,16,17,-1,29.0,127,10
13,Celta_Vigo,2,29.0,3.0,2.0,2024-11-10,13,17,20,22,-2,34.0,127,11
13,Rayo_Vallecano,1,26.0,1.0,0.0,2024-11-08,12,16,13,13,0,29.0,127,12
13,Sevilla,0,35.0,5.0,3.0,2024-11-09,13,15,12,18,-6,44.0,127,13
13,Leganes,1,28.0,0.0,0.0,2024-11-09,13,14,13,16,-3,28.0,127,14
13,Alaves,0,38.0,2.0,1.0,2024-11-09,13,13,14,22,-8,42.0,127,15
13,Las_Palmas,3,37.0,0.0,0.0,2024-11-08,13,12,16,22,-6,37.0,127,16
13,Getafe,0,34.0,1.0,1.0,2024-11-10,13,10,8,11,-3,35.0,127,17
13,Valladolid,1,42.0,1.0,0.0,2024-11-10,13,9,10,25,-15,45.0,127,18
14,Barcelona,2,28.0,2.0,1.0,2024-11-23,14,34,42,14,28,32.0,137,1
14,Real_Madrid,3,18.0,1.0,0.0,2024-11-24,13,30,28,11,17,21.0,137,2
14,Atletico_Madrid,2,27.0,1.0,0.0,2024-11-23,14,29,21,8,13,30.0,137,3
14,Villarreal,2,41.0,1.0,1.0,2024-11-24,13,25,25,21,4,42.0,137,4
14,Athletic_Club,1,31.0,3.0,1.0,2024-11-24,14,23,20,13,7,38.0,137,5
14,Osasuna,2,35.0,0.0,0.0,2024-11-24,14,22,19,22,-3,35.0,137,6
14,Girona,4,29.0,0.0,0.0,2024-11-23,14,21,20,18,2,29.0,137,7
14,Mallorca,3,29.0,3.0,1.0,2024-11-23,14,21,13,12,1,36.0,137,8
14,Real_Betis,2,27.0,1.0,0.0,2024-11-23,14,20,16,16,0,30.0,137,9
14,Real_Sociedad,0,30.0,1.0,0.0,2024-11-24,14,18,11,11,0,33.0,137,10
14,Celta_Vigo,2,34.0,3.0,2.0,2024-11-23,14,18,22,24,-2,39.0,137,11
